sku,name,price,description,short_description,weight,categories,base_image,thumbnail_image,small_image,additional_images,additional_attributes,attribute_set_code,product_type,product_websites,product_online,tax_class_name,visibility,qty,is_in_stock,website_id
sbx-000938,"Turin left end L module",979,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This left end left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This left end left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf012-front.jpg,/t/f/tf012-front.jpg,/t/f/tf012-front.jpg,"/t/f/tf012-side.jpg,/t/f/tf012-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF012,njm_name=tufty-time left end L module,dimensions=<p>W42 7/8"" x D42 7/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000939,"Turin left armrest module",999,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This left armrest module left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This left armrest module left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf013-front.jpg,/t/f/tf013-front.jpg,/t/f/tf013-front.jpg,"/t/f/tf013-side.jpg,/t/f/tf013-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF013,njm_name=tufty-time left armrest module,dimensions=<p>W42 7/8"" x D42 7/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000940,"Turin right armrest module",999,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf014-front.jpg,/t/f/tf014-front.jpg,/t/f/tf014-front.jpg,"/t/f/tf014-side.jpg,/t/f/tf014-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF014,njm_name=tufty-time right armrest module,dimensions=<p>W42 7/8"" x D42 7/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000941,"Turin extra large left armrest module",1249,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf015-front.jpg,/t/f/tf015-front.jpg,/t/f/tf015-front.jpg,"/t/f/tf015-front.jpg,/t/f/tf015-side.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF015 ,njm_name=tufty-time extra large left armrest module,dimensions=<p>W69 5/8"" x D42 7/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000942,"Turin extra large right armrest module",1249,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf016-front.jpg,/t/f/tf016-front.jpg,/t/f/tf016-front.jpg,"/t/f/tf016-side.jpg,/t/f/tf016-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF016 ,njm_name=tufty-time extra large right armrest module,dimensions=<p>W69 5/8"" x D42 7/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000943,"Turin deep right end module",1199,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep right end right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep right end right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf017-front.jpg,/t/f/tf017-front.jpg,/t/f/tf017-front.jpg,"/t/f/tf017-side.jpg,/t/f/tf017-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF017,njm_name=tufty-time deep right end module,dimensions=<p>W42 7/8"" x D59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000944,"Turin deep left end module",1199,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep left end left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep left end left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf018-front.jpg,/t/f/tf018-front.jpg,/t/f/tf018-front.jpg,"/t/f/tf018-side.jpg,/t/f/tf018-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF018 ,njm_name=tufty-time deep left end module,dimensions=<p>W42 7/8"" x D59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000945,"Turin deep left armrest module",1249,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf019-front.jpg,/t/f/tf019-front.jpg,/t/f/tf019-front.jpg,"/t/f/tf019-side.jpg,/t/f/tf019-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF019,njm_name=tufty-time deep left armrest module,dimensions=<p>W42 7/8"" x D59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000946,"Turin deep right armrest module",1249,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",150,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf020-front.jpg,/t/f/tf020-front.jpg,/t/f/tf020-front.jpg,"/t/f/tf020-front.jpg,/t/f/tf020-side.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF020,njm_name=tufty-time deep right armrest module,dimensions=<p>W42 7/8"" x D59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000947,"Turin deep large left armrest module",1299,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep large left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep large left armrest left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",150,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf021-front.jpg,/t/f/tf021-front.jpg,/t/f/tf021-front.jpg,"/t/f/tf021-side.jpg,/t/f/tf021-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF021 ,njm_name=tufty-time deep large left armrest module,dimensions=<p>W56 1/4"" x D59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000948,"Turin deep large right armrest module",1199,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep large right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This deep large right armrest right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",150,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf022-front.jpg,/t/f/tf022-front.jpg,/t/f/tf022-front.jpg,"/t/f/tf022-side.jpg,/t/f/tf022-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF022 ,njm_name=tufty-time deep large right armrest module,dimensions=<p>W56 1/4"" x W59"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000949,"Turin corner half back left module",1199,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This corner half back left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This corner half back left module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf023-front.jpg,/t/f/tf023-front.jpg,/t/f/tf023-front.jpg,"/t/f/tf023-side.jpg,/t/f/tf023-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF023 ,njm_name=tufty-time corner half back left module,dimensions=<p>W42 7/8"" x W59 1/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000950,"Turin corner half back right module",1199,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This corner half back right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This corner half back right module has removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf024-front.jpg,/t/f/tf024-front.jpg,/t/f/tf024-front.jpg,"/t/f/tf024-side.jpg,/t/f/tf024-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF024 ,njm_name=tufty-time corner half back right module,dimensions=<p>W42 7/8"" x W59 1/8"" x H24 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000951,"Turin large side ottoman",949,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This large side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This large side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Stools and Ottomans,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf025-front.jpg,/t/f/tf025-front.jpg,/t/f/tf025-front.jpg,"/t/f/tf025-front.jpg,/t/f/tf025.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF025,njm_name=tufty-time large side ottoman,dimensions=<p>W40 1/8"" x D42 7/8"" x H13 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000952,"Turin extra large side ottoman",999,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This extra large side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Stools and Ottomans,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf026-front.jpg,/t/f/tf026-front.jpg,/t/f/tf026-front.jpg,"/t/f/tf026-side.jpg,/t/f/tf026-front.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF026,njm_name=tufty-time extra large side ottoman,dimensions=<p>W59"" x D40 1/8"" x H13 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000953,"Turin ottoman",769,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Stools and Ottomans,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf027-front.jpg,/t/f/tf027-front.jpg,/t/f/tf027-front.jpg,"/t/f/tf027-front.jpg,/t/f/tf027-side.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF027,njm_name=tufty-time ottoman,dimensions=<p>W40 1/8"" x D26 3/4"" x H13 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000954,"Turin side ottoman",769,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This side ottoman features removable covers and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Stools and Ottomans,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf028-front.jpg,/t/f/tf028-front.jpg,/t/f/tf028-front.jpg,"/t/f/tf028-front.jpg,/t/f/tf028-side.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF028,njm_name=tufty-time side ottoman,dimensions=<p>W42 7/8"" x D26 3/4"" x H13 3/4""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000955,"Turin cushion",65,"A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This Turin cushion has a removable cover and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's Turin series features quality reproductions of the tufty-time seating collection by Patricia Urquiola for B&B Italia. This Turin cushion has a removable cover and is available in a wide range of upholstery options. Our Turin series offers comfort and versatility, with modular pieces that combine to form traditional sectionals, sofas, chaise lounge sofas, corner sofas, and island seating solutions. Create a truly custom look that fits your home with these innovative mix and match furniture components. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",120,"Default Category/Modern Furniture,Default Category/Decor Accessories,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Decor Accessories/Other Cool Stuff,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",/t/f/tf029-cushion-1.jpg,/t/f/tf029-cushion-1.jpg,/t/f/tf029-cushion-1.jpg,"/t/f/tf029-cushion-2.jpg,/t/f/tf029-cushion-1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-TF029,njm_name=tufty-time cushion,dimensions=<p>W43"" x D26""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
sbx-000956,"Northampton desk",1799,"The Northampton desk is our tribute to the iconic Carlo Mollino design. This writing desk features a 12 mm thick plate glass top, 5 drawers, a storage compartment cubby and is constructed from a solid frame in a variety of wood veneer finishes. Available in American Walnut, Ash, Walnut-stained Ash, Ebonized or White lacquered Ash veneers, it is a wonderful option for the office workstation.","The Northampton desk is our tribute to the iconic Carlo Mollino design. This writing desk features a 12 mm thick plate glass top, 5 drawers, a storage compartment cubby and is constructed from a solid frame in a variety of wood veneer finishes. Available in American Walnut, Ash, Walnut-stained Ash, Ebonized or White lacquered Ash veneers, it is a wonderful option for the office workstation.",200,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Desks",/t/h/the-cavour-desk-1-des010017-4_1.jpg,/t/h/the-cavour-desk-1-des010017-4_1.jpg,/t/h/the-cavour-desk-1-des010017-4_1.jpg,"/1/4/149.jpg,/5/3/5399.jpg,/3/5/3591_photo_4_165112.jpg,/c/a/cavour_black.jpg,/t/h/the-cavour-desk-1-des010017-4_1.jpg,/t/h/the-cavour-desk-1-des010017-6_1.jpg,/t/h/the-cavour-desk-1-des010017-5_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=23S-zanotti-desk,njm_name=zanotta cavour desk,dimensions=<p>W35.1"" x H28.9"" x L87.8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
