sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
zm-001254,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Barton san diego queen bed,"With its geometric dimensional design, the Barton series brings definition to any bedroom. Choose either a queen or king size low profile slat base frame (mattress not included). Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",114.4,1,Taxable Goods,"Catalog, Search",1599,/8/0/800302-1-san-diego-queen-bed_2.jpg,,/8/0/800302-1-san-diego-queen-bed_2.jpg,,/8/0/800302-1-san-diego-queen-bed_2.jpg,,1000,1,0,"/8/0/800302-1-san-diego-queen-bed.jpg,/8/0/800302-2-san-diego-queen-bed.jpg,/8/0/800302-3-san-diego-queen-bed.jpg,/8/0/800302-4-san-diego-queen-bed.jpg,/8/0/800302-5-san-diego-queen-bed.jpg,/8/0/800302-1-san-diego-queen-bed_2.jpg",,29Z-800302,san diego queen bed,"W62.4"" x D85.8"" x H47.6"""
wi-001073,customOptionsSet,simple,Default Category/Modern Furniture,base,Batavia bed,"<p>Urban, casual, and fun, our Batavia Designer Bed is made for seriously stylish sleeping. Soft white faux leather upholsters this queen-sized bed frame while wooden slats (included) provide box spring-style support without the need for a box spring itself. The inner frame of this bed consists of a trusty combo of hardwood, plywood and MDF, which is then covered with foam padding. Shiny chrome-plated steel legs with non-marking feet are the cherry on top, adding an additional layer of contemporary style. The vesey Contemporary Bed requires assembly and should be wiped clean with a damp cloth. Mattress sold separately. A king-sized version of the vesey Bed is also available (sold separately).</p>
<p>Features:</p>
<ul>
<li>Contemporary platform bed</li>
<li>Queen size</li>
<li>Hardwood, plywood, and MDF frame</li>
<li>White faux leather with polyurethane foam padding</li>
<li>Chrome-plated steel legs with non-marking feet</li>
<li>Slats (included) eliminate the need for a box spring</li>
<li>Made in Malaysia</li>
<li>Assembly required</li>
<li>Wipe clean with a damp cloth</li>
<li>Also offered in king size (sold separately)</li>
</ul>",200,1,Taxable Goods,"Catalog, Search",1399,/p/a/panchal_1.jpeg,,/p/a/panchal_1.jpeg,,/p/a/panchal_1.jpeg,,1000,1,0,"/p/a/panchal.jpeg,/p/a/panchal_1.jpeg",,27W-BBT6324,panchal bed,"<strong>Queen</strong> Dimensions Overall: 39"" H x 67"" W x 91"" D <br>Height to top of slat: 10.5"" <br>Height of legs: 8.25"" <br>Side rail: 12"" H x 84"" D <br>Shipping <br>Package 1: 69""W x 34""D x 9""H --- 58Lbs <br>Package 2: 95""W x 12""D x 12""H --- 89Lbs <strong>King</strong> Dimensions Overall: 39"" H x 84"" W x 91"" D <br>Height to top of slat: 10.5"" <br>Height of legs: 8.25"" <br>Side rail: 12"" H x 84"" D <br>Shipping <br>Skid: 48""W x 40""D x 92""H --- 205Lbs"
tf-001048,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Almond dining chair,"A+D Modern's elegant Almond dining chair offers maximum comfort and maximum style for your seating space. Featuring a spacious seat and back with elegant tufted velvet upholstery, its clean lines are finished in a polish metal frame with arms.",32,1,Taxable Goods,"Catalog, Search",649,/2/5/25t-tov-s3701-gray-.jpg,,/2/5/25t-tov-s3701-gray-.jpg,,/2/5/25t-tov-s3701-gray-.jpg,,1000,1,0,"/2/5/25t-tov-s3701-gray-.jpg,/2/5/25t-tov-s3701-gray-3.jpg,/2/5/25t-tov-s3701-gray-1.jpg,/2/5/25t-tov-s3701-gray-2.jpg,/2/5/25t-tov-s3702-cream-silver-1.jpg,/2/5/25t-tov-s3704-cream-gold-3.jpg,/2/5/25t-tov-s3702-cream-silver-2.jpg,/2/5/25t-tov-s3704-cream-gold-2.jpg,/2/5/25t-tov-s3704-cream-gold.jpg,/2/5/25t-tov-s3702-cream-silver-3.jpg,/2/5/25t-tov-s3704-cream-gold-1.jpg,/2/5/25t-tov-s3702-cream-silver.jpg,/2/5/25t-tov-s3703-blue-2.jpg,/2/5/25t-tov-s3703-blue-3.jpg,/2/5/25t-tov-s3703-blue.jpg,/2/5/25t-tov-s3703-blue-1.jpg",,25T-TOV-S3701,marconi dining chair,"26""W x 26.8""D x 36.8""H"
wi-001061,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Baxter dining chair set,"A+D Modern's minimalist Baxter dining chair effortlessly dresses up a dining space. Made in Malaysia with a walnut finish rubberwood frame and an upholstered foam cushion, this designer dining chair's convex backrest makes it ideal for use around a circular dining table. To clean, wipe with a dry cloth/spot clean. Assembly is required. Sold as a set of two.",25,1,Taxable Goods,"Catalog, Search",489,/2/7/27w-1096903_2.jpg,,/2/7/27w-1096903_2.jpg,,/2/7/27w-1096903_2.jpg,,1000,1,0,"/2/7/27w-1096903-3.jpg,/2/7/27w-1096903.jpg,/2/7/27w-1096903-2.jpg,/2/7/27w-1096903_2.jpg",,27W-109/690,sparrow dining chair set,"20.62""W x 22""D x 31.25""H
<br />Seat: 19.37""W x 17.5""D x 19""H"
zm-001279,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Belfast left sectional - slate gray & lime,"A+D Modern's chunky Belfast sectional sofas come in a left or right chaise configuration, and two options of polyblend upholstery with contrasting button tuft and piping edge accents. The sectionals are built with a wood frame, have brushed stainless steel feet, and are an ideal and comfortable option for every day use in the modern home's living space. This Belfast left sectional in slate gray polyblend fabric features contrasting lime button and piping detailing, with a left facing chaise extension.",275,1,Taxable Goods,"Catalog, Search",3099,/z/u/zuo_modern_linkoping_sectional_right_grey_3_1.jpg,,/z/u/zuo_modern_linkoping_sectional_right_grey_3_1.jpg,,/z/u/zuo_modern_linkoping_sectional_right_grey_3_1.jpg,,1000,1,0,"/z/u/zuo_modern_linkoping_sectional_right_grey_0.jpg,/z/u/zuo_modern_linkoping_sectional_right_grey_2.jpg,/z/u/zuo_modern_linkoping_sectional_right_grey_4.jpg,/z/u/zuo_modern_linkoping_sectional_right_grey_3_1.jpg",,29Z-900616,linkoping left sectional - slate gray & lime,"W122.8"" x D39.4~70"" x H31.5""<br />SW111.7"", SD24.4~55.4"", SH15"", AH22.8"""
zm-001277,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Belfast left sectional - wheat & sunkist orange,"A+D Modern's chunky Belfast sectional sofas come in a left or right chaise configuration, and two options of polyblend upholstery with contrasting button tuft and piping edge accents. The sectionals are built with a wood frame, have brushed stainless steel feet, and are an ideal and comfortable option for every day use in the modern home's living space. This Belfast left sectional in wheat polyblend fabric features contrasting orange button and piping detailing, with a left facing chaise extension.",275,1,Taxable Goods,"Catalog, Search",3099,/z/u/zuo_modern_linkoping_sectional_right_wheat_3.jpg,,/z/u/zuo_modern_linkoping_sectional_right_wheat_3.jpg,,/z/u/zuo_modern_linkoping_sectional_right_wheat_3.jpg,,1000,1,0,"/z/u/zuo_modern_linkoping_sectional_right_wheat_3.jpg,/z/u/zuo_modern_linkoping_sectional_right_wheat_0.jpg,/z/u/zuo_modern_linkoping_sectional_right_wheat_2.jpg,/z/u/zuo_modern_linkoping_sectional_right_wheat_4.jpg,/z/u/zuo_modern_linkoping_sectional_right_wheat_3_1.jpg",,29Z-900614,linkoping left sectional - wheat & sunkist orange,"W122.8"" x D39.4~70"" x H31.5""<br />SW111.7"", SD24.4~55.4"", SH15"", AH22.8"""
zm-001278,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Belfast right sectional - slate gray & lime,"A+D Modern's chunky Belfast sectional sofas come in a left or right chaise configuration, and two options of polyblend upholstery with contrasting button tuft and piping edge accents. The sectionals are built with a wood frame, have brushed stainless steel feet, and are an ideal and comfortable option for every day use in the modern home's living space. This Belfast right sectional in slate gray polyblend fabric features contrasting lime button and piping detailing, with a right facing chaise extension.",275,1,Taxable Goods,"Catalog, Search",3099,/z/u/zuo_modern_linkoping_sectional_left_grey_3_1.jpg,,/z/u/zuo_modern_linkoping_sectional_left_grey_3_1.jpg,,/z/u/zuo_modern_linkoping_sectional_left_grey_3_1.jpg,,1000,1,0,"/z/u/zuo_modern_linkoping_sectional_left_grey_0.jpg,/z/u/zuo_modern_linkoping_sectional_left_grey_2.jpg,/z/u/zuo_modern_linkoping_sectional_left_grey_4.jpg,/z/u/zuo_modern_linkoping_sectional_left_grey_3_1.jpg",,29Z-900615,linkoping right sectional - slate gray & lime,"W122.8"" x D39.4~70"" x H31.5""<br />SW111.7"", SD24.4~55.4"", SH15"", AH22.8"""
zm-001276,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Belfast right sectional - wheat & sunkist orange,"A+D Modern's chunky Belfast sectional sofas come in a left or right chaise configuration, and two options of polyblend upholstery with contrasting button tuft and piping edge accents. The sectionals are built with a wood frame, have brushed stainless steel feet, and are an ideal and comfortable option for every day use in the modern home's living space. This Belfast right sectional in wheat polyblend fabric features contrasting orange button and piping detailing, with a right facing chaise extension.",275,1,Taxable Goods,"Catalog, Search",3099,/z/u/zuo_modern_linkoping_sectional_left_wheat_3.jpg,,/z/u/zuo_modern_linkoping_sectional_left_wheat_3.jpg,,/z/u/zuo_modern_linkoping_sectional_left_wheat_3.jpg,,1000,1,0,"/z/u/zuo_modern_linkoping_sectional_left_wheat_3.jpg,/z/u/zuo_modern_linkoping_sectional_left_wheat_0.jpg,/z/u/zuo_modern_linkoping_sectional_left_wheat_2.jpg,/z/u/zuo_modern_linkoping_sectional_left_wheat_4.jpg",,29Z-900613,linkoping right sectional - wheat & sunkist orange,"W122.8"" x D39.4~70"" x H31.5""<br />SW111.7"", SD24.4~55.4"", SH15"", AH22.8"""
wm-001331,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Chairs",base,Bellerose task chair,"An ideal chair for any home or work office space, our adjustable task chair keeps everyone comfortable at their desk. It features a mesh back with an upholstered, high density foam seat, and a base with dual wheel casters.
",28,1,Taxable Goods,"Catalog, Search",359,/_/3/_32m-rav-black.jpg,,/_/3/_32m-rav-black.jpg,,/_/3/_32m-rav-black.jpg,,1000,1,0,"/3/2/32m-rav-black-3.jpg,/3/2/32m-rav-black-2.jpg,/3/2/32m-rav-black-4.jpg,/_/3/_32m-rav-black.jpg,/3/2/32m-rav-black-5.jpg,/3/2/32m-rav-black-6.jpg,/3/2/32m-rav-gray.jpg,/3/2/32m-rav-red.jpg",,32M-RAV,metrotech task chair,"W23.5"" x H17.5"" x D19.5""
<br />Arm Height"" 27""
<br />Seat Height: 18"" - 22""
"
cb-000099,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Benson side chair,"The Benson side chair is crafted from solid ash hardwood that is reinforced for commercial standards. Its light grey polyester upholstery cushions, as the polypropylene-molded seat flexes, to ensure your comfort. This chair is perfectly placed in home and office seating environments alike.",14.74,1,Taxable Goods,"Catalog, Search",549,/f/x/fxc835grey-copy_3.jpg,,/f/x/fxc835grey-copy_3.jpg,,/f/x/fxc835grey-copy_3.jpg,,1000,1,0,"/f/x/fxc835grey_2-copy.jpg,/f/x/fxc835grey_3-copy.jpg,/f/x/fxc835grey_1-copy.jpg,/f/x/fxc835grey-copy.jpg,/f/x/fxc835grey-copy_1.jpg,/f/x/fxc835grey-copy_2.jpg,/f/x/fxc835grey-copy_3.jpg",,03C-FXC835,roermond side chair,"31.50""H x 22.50""W x 19.69""D"
ae-000010,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Benton armchair,"Our Benton armchair is a reproduction of the iconic lc7 seat. This small, revolving armchair has a polished stainless steel frame with padded back and seat cushions upholstered in full Italian leather. Suitable for use in the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",40,1,Taxable Goods,"Catalog, Search",549,/c/h/ch5077-pic2white_4.jpg,,/c/h/ch5077-pic2white_4.jpg,,/c/h/ch5077-pic2white_4.jpg,,1000,1,0,"/c/h/ch5077-pic2white.jpg,/c/h/ch5077-pic1white.jpg,/1/9/194.jpg,/c/h/ch5077-pic2white_2.jpg,/c/h/ch5077-pic2white_3.jpg,/c/h/ch5077-pic2white_4.jpg",,01A-CH5077,le corbusier lc7 armchair,"24""w x 21""d x 28.75""h
<br />Seat Height: 20.25"""
sb-000546,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Bergen armchair,"The Bergen armchair is our reproduction of the iconic LC1 chair, with an adjustable back that allows the user to choose the most comfortable posture. It is crafted with thick leather arm straps, back and seat and a polished chrome-plated steel frame. This comfortable chair is suitable for use in both the modern office or home environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",30,1,Taxable Goods,"Catalog, Search",769,/c/h/ch3029---pic-06white_2.jpg,,/c/h/ch3029---pic-06white_2.jpg,,/c/h/ch3029---pic-06white_2.jpg,,1000,1,0,"/c/h/ch3029---pic-04.jpg,/s/a/sa-klei_black_pony_01.jpg,/c/h/ch3029---pic-01.jpg,/1/6/16m-eei-632-whi.jpg,/c/h/ch3029---pic-06white_2.jpg",,22S-632,le corbusier lc1 armchair,"25""L x 23.5""W x 25.5""H<br />Seat Height: 15.5""H<br />Armrest Height: 24.5""H"
mf-000547,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Bergen armchair - pony cowhide,"The pony hide Bergen armchair is our reproduction of the iconic LC1 chair, with an adjustable back that allows the user to choose the most comfortable posture. It is crafted from a polished chrome-plated steel frame and thick leather arm straps, back and seat in genuine cowhide - each piece is a one-of-a-kind due to the unique natural hide pattern variations. This comfortable chair is suitable for use in both the modern office or home environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",30,1,Taxable Goods,"Catalog, Search",879,/c/h/ch3029---pic-14white_2.jpg,,/c/h/ch3029---pic-14white_2.jpg,,/c/h/ch3029---pic-14white_2.jpg,,1000,1,0,"/c/h/ch3029---pic-14white.jpg,/c/h/ch3029---pic-15white.jpg,/c/h/ch3029---pic-11white.jpg,/c/h/ch3029---pic-12white.jpg,/c/h/ch3029---pic-14white_2.jpg",,16M-EEI-633,le corbusier lc1 armchair - pony,"23.5""L x 25""W x 25.5""H
<br />Seat Height: 14.5""H
<br />Armrest Height: 23""H"
sb-000543,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Sleeper Sofas",base,Berlin daybed,"The Berlin daybed is  our reproduction of the iconic LC5 Sofa. It is crafted from a polished chrome plated steel frame with polyurethane foam and polyester wadding cushions. The back cushions can be lowered, each hinging onto the rear framework, so as to increase the width of the sofa seat to create a single bed. Available in leather or fabric, zippered upholstery is completely removable. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",100,1,Taxable Goods,"Catalog, Search",1699,/s/c/sc-endo_black_angle01_2.jpg,,/s/c/sc-endo_black_angle01_2.jpg,,/s/c/sc-endo_black_angle01_2.jpg,,1000,1,0,"/s/c/sc-endo_black_front01.jpg,/1/6/16m-eei-626-whi2.jpg,/1/6/16m-eei-626-whi.jpg,/s/c/sc-endo_black_angle01_2.jpg",,22S-626,le corbusier sofa daybed LC5,"<br />29.5""L x 80.5""W x 27.5""H
Seat 21.5""L x 80.5""W x 14""H"
mf-000539,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Berne rectangle coffee table,"The Berne rectangle coffee table is our reproduction of the iconic LC10 table. Crafted with tempered glass top and solid metal frame, this table works a stand alone piece or paired with other items in our reproduction Le Corbusier collection. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",120,1,Taxable Goods,"Catalog, Search",549,/e/e/eei-573_2.jpg,,/e/e/eei-573_2.jpg,,/e/e/eei-573_2.jpg,,1000,1,0,"/e/e/eei-573.jpg,/e/e/eei-573_1.jpg,/e/e/eei-573_2.jpg",,16M-EEI-573,le corbusier LC10 rectangle coffee table,"47""L x 31.5""W x 14""H"
sb-000538,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Berne square coffee table,"The Berne square coffee table is our reproduction of the iconic LC10 table. Crafted with tempered glass top and solid metal frame, this table works a stand alone piece or paired with other items in our reproduction Le Corbusier collection. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",100,1,Taxable Goods,"Catalog, Search",549,/e/e/eei-572_2.jpg,,/e/e/eei-572_2.jpg,,/e/e/eei-572_2.jpg,,1000,1,0,/e/e/eei-572_2.jpg,,22S-572,le corbusier LC10 square coffee table,"47""L x 47""W x 14""H"
sb-000535,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Bethany armchair,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany armchair is crafted to the highest standards with chrome stainless steel frame, dense foam padding and a selection of fine leather upholstery options. These timeless pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",60,1,Taxable Goods,"Catalog, Search",979,/1/6/16m-eei-565-tan_2.jpg,,/1/6/16m-eei-565-tan_2.jpg,,/1/6/16m-eei-565-tan_2.jpg,,1000,1,0,"/e/e/eei-565-tan.jpg,/e/e/eei-565-blk_2_.jpg,/e/e/eei-565-blk_3_.jpg,/e/e/eei-565-tan_2_.jpg,/e/e/eei-565-whi_3_.jpg,/e/e/eei-565-whi_2_.jpg,/e/e/eei-565-whi.jpg,/e/e/eei-565-tan_4_.jpg,/e/e/eei-565.jpg,/1/6/16m-eei-565-tan_2.jpg",,22S-565,le corbusier grand armchair - leather,"26.5""L x 35""W x 27""H
<br />Seat: 21.5""L x 27.5""W x 17""H
<br />Backrest: 10""H
<br />Armrest: 27""H"
sb-000883,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Bethany duck armchair,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany armchair is crafted to the highest standards with chrome stainless steel frame, dense foam padding and genuine duck feather for luxurious comfort. Upholstered in a selection of fine leathers, these timeless pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",61,1,Taxable Goods,"Catalog, Search",1299,/1/6/169a_4.jpg,,/1/6/169a_4.jpg,,/1/6/169a_4.jpg,,1000,1,0,"/1/6/169a.jpg,/1/6/169.jpg,/1/6/169c.jpg,/1/6/169a_3.jpg,/1/6/169a_4.jpg",,22S-9133BA,le corbusier grand confort armchair,"W39"" x D27.5"" x H27""
<br />Seat H18.5"""
sb-000884,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Bethany duck loveseat,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany loveseat is crafted to the highest standards with chrome stainless steel frame, dense foam padding and genuine duck feather for luxurious comfort. Upholstered in a selection of fine leathers, these timeless pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",80,1,Taxable Goods,"Catalog, Search",2089,/l/e/le-corbusier_confort_grande_loveseat_a_4.jpg,,/l/e/le-corbusier_confort_grande_loveseat_a_4.jpg,,/l/e/le-corbusier_confort_grande_loveseat_a_4.jpg,,1000,1,0,"/l/e/le-corbusier_confort_grande_loveseat_a.jpg,/l/e/le-corbusier_confort_grande_loveseat_a_3.jpg,/l/e/le-corbusier_confort_grande_loveseat_a_4.jpg",,22S-9134BL,le corbusier grand confort loveseat,"W66"" x D27.5"" x H27"""
sb-000885,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Bethany duck sofa,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany sofa is crafted to the highest standards with chrome stainless steel frame, dense foam padding and genuine duck feather for luxurious comfort. Upholstered in a selection of fine leathers, these comfortable pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",150,1,Taxable Goods,"Catalog, Search",2699,/l/e/le-corbusier_confort_grande_sofa_4.jpg,,/l/e/le-corbusier_confort_grande_sofa_4.jpg,,/l/e/le-corbusier_confort_grande_sofa_4.jpg,,1000,1,0,"/l/e/le-corbusier_confort_grande_sofa.jpg,/l/e/le-corbusier_confort_grande_sofa_3.jpg,/l/e/le-corbusier_confort_grande_sofa_4.jpg",,22S-9135BS,le corbusier grand confort sofa,"W94"" x D27.5"" x H27"""
sb-000536,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Bethany loveseat,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany loveseat is crafted to the highest standards with chrome stainless steel frame and dense foam padding. Upholstered in a selection of fine leathers, these comfortable pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",100,1,Taxable Goods,"Catalog, Search",1399,/1/6/16m-eei-566-tan_2.jpg,,/1/6/16m-eei-566-tan_2.jpg,,/1/6/16m-eei-566-tan_2.jpg,,1000,1,0,"/e/e/eei-566.jpg,/e/e/eei-566-whi_2_.jpg,/e/e/eei-566-tan.jpg,/e/e/eei-566-tan_3_.jpg,/e/e/eei-566-whi_3_.jpg,/e/e/eei-566-whi.jpg,/e/e/eei-566-blk_3__1.jpg,/1/6/16m-eei-566-tan_2.jpg",,22S-566,le corbusier grand loveseat - leather,"27""L x 59""W x 27""H
<br />Seat: 23.5""L x 43.5""W x 17""H"
sb-000507,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Bethany ottoman,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany ottoman is crafted to the highest standards with chrome stainless steel frame and dense foam padding. Upholstered in a selection of fine leathers, these comfortable pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",50,1,Taxable Goods,"Catalog, Search",549,/1/6/16m-eei-251_2.jpg,,/1/6/16m-eei-251_2.jpg,,/1/6/16m-eei-251_2.jpg,,1000,1,0,"/e/e/eei-251-blk_2_.jpg,/e/e/eei-251-whi.jpg,/e/e/eei-251-blk_3_.jpg,/e/e/eei-251-tan.jpg,/1/6/16m-eei-251_2.jpg",,22S-251,le corbusier grand ottoman - leather,"22""L x 28""W x 15.5""H"
wc-001059,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Bethany petite armchair,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany petite armchair is crafted to the highest standards with chrome stainless steel frame and dense foam padding. Upholstered in a selection of fine leathers, these comfortable pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",60,1,Taxable Goods,"Catalog, Search",1099,/a/s/asdasd_2.jpg,,/a/s/asdasd_2.jpg,,/a/s/asdasd_2.jpg,,1000,1,0,"/1/6/16m-eei-126-red.jpg,/1/6/16m-eei-126-whi.jpg,/1/6/16m-ei-126-tan.jpg,/a/s/asdasd_2.jpg",,26W-WCM-142,le corbusier petite armchair - leather,"28""L x 30""W x 28""H
<br />Seat 21""L x 17""W x 17""H
<br />Backrest Height: 10.5""H
<br />Armrest Height: 28""H"
sb-000537,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Bethany petite sofa,"The Bethany collection is A+D Modern's interpretation of the iconic grand and petit confort seating series. Our Bethany petite sofa is crafted to the highest standards with chrome stainless steel frame and dense foam padding. Upholstered in a selection of fine leathers, these comfortable pieces are suitable for use in both the modern home or office environment. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",150,1,Taxable Goods,"Catalog, Search",1799,/1/6/16m-eei-567-whi_2.jpg,,/1/6/16m-eei-567-whi_2.jpg,,/1/6/16m-eei-567-whi_2.jpg,,1000,1,0,"/1/6/16m-eei-567-whi.jpg,/e/e/eei-567-tan.jpg,/e/e/eei-567-tan_3_.jpg,/e/e/eei-567-whi_3_.jpg,/e/e/eei-567-whi.jpg,/e/e/eei-567.jpg,/e/e/eei-567-tan_2_.jpg,/1/6/16m-eei-567-whi_1.jpg,/1/6/16m-eei-567-whi_2.jpg",,22S-567,le corbusier grand sofa - leather,"26.5""L x 82""W x 27""H
<br />Seat: 20.5""L x 17""H"
fm-000233,customOptionsSet,simple,Default Category/Modern Furniture,base,Bethel chaise lounge,"Our reproduction of the iconic LC4 chaise lounge honors the original design and offers a sculptural element for the modern home that is also enticing for relaxing in. This Bethel chaise lounge is constructed with a polished chrome-plated tubular steel frame and matte black enamel steel base. The polyurethane foam roll headrest and seat are finished in various options of genuine leather or pony cowhide. Each piece is one-of-a-kind due to the unique natural hide variations. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",47,1,Taxable Goods,"Catalog, Search",1099,/3/6/365_3.jpg,,/3/6/365_3.jpg,,/3/6/365_3.jpg,,1000,1,0,"/3/6/365.jpg,/i/m/img_8846.jpg,/i/m/img_9728-_2_.jpg,/1/6/16m-eei-129-blk.jpg,/1/6/16m-eei-129-whi.jpg,/3/6/365_2.jpg,/3/6/365_3.jpg",,08F-FMI1155,le corbusier chaise lounge LC4,"65""L x 22""W x 29.5""H<br />Lowest Seat Height: 12""H</p>"
sb-000528,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Bethlehem dining table,"The Bethlehem dining table is our reproduction of the iconic lc6 table. Perfect as a stand alone piece, or in collaboration with the other models in the Le Corbusier collection, it works with both modern and traditional decors. It is crafted with an elliptical tube steel frame, in a powder coat finish, and adjustable chromed glass holders for the 1 inch tempered glass top. If you have a specific requirement for a project, weíre happy to help. Please contact one of our professionals to discuss your requirements.",230,1,Taxable Goods,"Catalog, Search",1399,/l/c/lc6-table-angle_1_3.jpg,,/l/c/lc6-table-angle_1_3.jpg,,/l/c/lc6-table-angle_1_3.jpg,,1000,1,0,"/m/a/madrid_table.jpg,/l/c/lc6-table-angle_1_3.jpg",,22S-521,le corbusier lc6 dining table,"88.5""L x 33.5""W x 29.5""H"
